Units,Discounts,Fixed Costs,Variable Costs,Revenue,month,qtr,Year,region,country,State,ProductType,Product,Source,YearMonth
11,81.96,413.31,2922.88,29097.9,May,Qtr 2,2017,AMERICAS,United States,California,Avocados,Avocado,Mexico,2017-05
11,108.16,204.56,1045.1,28803.4,May,Qtr 2,2017,AMERICAS,United States,Washington,Avocados,Avocado,Dominican Republic,2017-05
19,110.6,1131.83,2503.31,19624.5,January,Qtr 1,2017,AMERICAS,United States,Texas,Cosmetics,Skin,Dominican Republic,2017-01
13,217.44,384.18,840.08,38609.5,May,Qtr 2,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-05
12,144.51,636.9,3420.44,38477.8,September,Qtr 3,2017,AMERICAS,United States,Colorado,Oils and Butters,Butter,Peru,2017-09
13,0,379.82,4570.32,41988.3,May,Qtr 2,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Mexico,2017-05
13,7.89,84.27,402.7,4199.9,January,Qtr 1,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Peru,2017-01
15,3.29,64.89,141.72,1173.9,February,Qtr 1,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Dominican Republic,2017-02
13,72.85,386.05,4222.65,38797.3,July,Qtr 3,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Dominican Republic,2017-07
13,199.51,376.89,544.21,41665.3,May,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Peru,2017-05
13,293.2,460.37,1427.95,41644.3,May,Qtr 2,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Dominican Republic,2017-05
19,7.46,301.81,27.95,2127.6,March,Qtr 1,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Mexico,2017-03
5,0,4.59,7.39,323.5,June,Qtr 2,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Butter,Mexico,2017-06
5,0,1.64,6.8,206.5,June,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Dominican Republic,2017-06
13,81.03,371.8,3579.12,41101.5,June,Qtr 2,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Oil,Dominican Republic,2017-06
9,5,24.43,114.77,1636.7,March,Qtr 1,2017,AMERICAS,United States,Maine,Avocados,Avocado,Mexico,2017-03
10,0,74.14,475.05,4678.2,August,Qtr 3,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Mexico,2017-08
13,0,381.8,3579.12,38370.1,September,Qtr 3,2017,AMERICAS,United States,Utah,Avocados,Avocado,Peru,2017-09
8,0,183.72,635,15927.1,January,Qtr 1,2017,AMERICAS,United States,North Dakota,Oils and Butters,Oil,Peru,2017-01
9,7.82,124.41,587.09,8331.3,March,Qtr 1,2017,AMERICAS,United States,Wyoming,Oils and Butters,Oil,Dominican Republic,2017-03
5,0,5.03,3.89,37410.8,June,Qtr 2,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Peru,2017-06
11,108.16,450.04,376.2,28803.4,April,Qtr 2,2017,AMERICAS,United States,West Virginia,Oils and Butters,Butter,Dominican Republic,2017-04
8,45.35,266.83,145.66,12068.1,March,Qtr 1,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Dominican Republic,2017-03
10,0,249,994.94,28777.5,May,Qtr 2,2017,AMERICAS,United States,Vermont,Oils and Butters,Oil,Dominican Republic,2017-05
9,52.67,412.16,1230.02,13190,February,Qtr 1,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-02
12,0,138.88,593.57,8763.2,July,Qtr 3,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-07
8,0,393.13,3843.82,41090.3,June,Qtr 2,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-06
11,3.06,21.28,96.45,961.6,February,Qtr 1,2017,AMERICAS,United States,Idaho,Oils and Butters,Oil,Peru,2017-02
8,73.79,446.43,3504.89,39293.2,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Mexico,2017-06
4,0.53,2.63,15.54,165.2,February,Qtr 1,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Peru,2017-02
6,18.4,293.84,25.26,1951.6,July,Qtr 3,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Dominican Republic,2017-07
12,107.58,422.28,1308.95,38197.1,September,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Dominican Republic,2017-09
13,35.82,3606.35,524.14,38150.6,September,Qtr 3,2017,AMERICAS,United States,Wisconsin,Oils and Butters,Butter,Peru,2017-09
11,0,449.03,2084.92,28738.7,April,Qtr 2,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-04
9,0,317.4,962.52,28710.3,May,Qtr 2,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-05
9,53.8,316.68,1016.66,28645,May,Qtr 2,2017,AMERICAS,United States,Louisiana,Oils and Butters,Oil,Dominican Republic,2017-05
12,0,399.09,423.77,28635.6,May,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-05
12,2.68,123.41,7.41,647.4,February,Qtr 1,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Peru,2017-02
12,0,201.38,1216.23,12710.3,July,Qtr 3,2017,AMERICAS,United States,Arizona,Oils and Butters,Butter,Dominican Republic,2017-07
12,0,103.65,385.15,11767.1,July,Qtr 3,2017,AMERICAS,United States,Florida,Oils and Butters,Butter,Dominican Republic,2017-07
10,0,705.77,60.23,4687.7,August,Qtr 3,2017,AMERICAS,United States,Montana,Oils and Butters,Oil,Peru,2017-08
13,43.49,104.74,764,21053,August,Qtr 3,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Dominican Republic,2017-08
13,262.07,371.43,3574.89,41060.4,June,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-06
13,105.86,678.37,4250.4,40982.4,November,Qtr 4,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Dominican Republic,2017-11
13,143.17,379.28,622.41,38118.3,September,Qtr 3,2017,AMERICAS,United States,Rhode Island,Cosmetics,Skin,Dominican Republic,2017-09
7,132.1,8445.52,464.35,40207.4,October,Qtr 4,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Mexico,2017-10
11,80.37,446,2662.94,28544.5,April,Qtr 2,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Mexico,2017-04
13,89.28,118.23,862.27,23763.8,July,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-07
11,41.97,148.14,1495.26,14887.2,August,Qtr 3,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-08
9,133.69,222.5,929.9,28479.8,April,Qtr 2,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Peru,2017-04
9,5.78,22.98,108.88,3075.9,March,Qtr 1,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Dominican Republic,2017-03
13,164.41,360.06,3249.4,39803.8,July,Qtr 3,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Mexico,2017-07
11,0,3843.06,392.04,28479.8,May,Qtr 2,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-05
8,65.34,384.63,349.38,17395.8,March,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Mexico,2017-03
9,7.86,48.1,226.59,6444.8,February,Qtr 1,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Mexico,2017-02
8,162.66,356.22,3956.37,39379.8,October,Qtr 4,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Peru,2017-10
4,3.57,10.11,25.36,646.8,February,Qtr 1,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Mexico,2017-02
8,120.42,351.66,3626.66,38874.9,July,Qtr 3,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Peru,2017-07
20,124.74,363.23,3551.42,37965.1,October,Qtr 4,2017,AMERICAS,United States,Maine,Avocados,Avocado,Peru,2017-10
13,193.64,620.86,777.65,37507.8,July,Qtr 3,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Dominican Republic,2017-07
11,0,444.99,2066.93,28479.8,April,Qtr 2,2017,AMERICAS,United States,Nevada,Cosmetics,Skin,Mexico,2017-04
7,29.01,81.03,223.84,7728.1,July,Qtr 3,2017,AMERICAS,United States,Rhode Island,Oils and Butters,Oil,Mexico,2017-07
10,106.84,1231.01,3541.15,28454.2,May,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Dominican Republic,2017-05
12,24.79,232.13,1195.42,13175.6,July,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Mexico,2017-07
13,170.94,106.53,13983.57,21412.9,August,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Peru,2017-08
5,11.45,15.14,99.33,3042.2,August,Qtr 3,2017,AMERICAS,United States,Vermont,Oils and Butters,Oil,Dominican Republic,2017-08
13,68.58,828.19,513.56,37457.1,November,Qtr 4,2017,AMERICAS,United States,Maine,Cosmetics,Skin,Dominican Republic,2017-11
11,0,5895.61,600.22,43690.6,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-06
13,97.7,376.4,3087.73,37827.3,September,Qtr 3,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Dominican Republic,2017-09
13,0,338.72,3493.51,37444.5,August,Qtr 3,2017,AMERICAS,United States,West Virginia,Cosmetics,Hair,Peru,2017-08
21,41.52,45.68,259.56,8041.4,July,Qtr 3,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Mexico,2017-07
13,122.9,372.25,3053.92,34171.9,September,Qtr 3,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Mexico,2017-09
12,0,69.44,296.31,8763.2,March,Qtr 1,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-03
15,48.76,205.16,800.14,9278.6,March,Qtr 1,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-03
5,0,11.5,70.79,808.4,June,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Dominican Republic,2017-06
13,0,334.91,3224.06,37023.7,July,Qtr 3,2017,AMERICAS,United States,North Dakota,Oils and Butters,Butter,Dominican Republic,2017-07
13,96.46,371.57,609.73,37342.4,September,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-09
13,69.23,333.51,481.86,36868.4,July,Qtr 3,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-07
10,106.84,492.4,354.11,28454.2,May,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Mexico,2017-05
5,0,10.08,42.76,636.2,June,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-06
9,37.36,222.01,1031.35,28419,April,Qtr 2,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-04
13,129.28,303.8,1344.03,36705.9,July,Qtr 3,2017,AMERICAS,United States,Missouri,Oils and Butters,Oil,Mexico,2017-07
8,0.85,3.33,3.03,175.3,January,Qtr 1,2017,AMERICAS,United States,Texas,Avocados,Avocado,Mexico,2017-01
9,0,620.37,1880.76,28057.8,May,Qtr 2,2017,AMERICAS,United States,Tennessee,Oils and Butters,Butter,Mexico,2017-05
9,0,253.61,1118.28,12638.5,February,Qtr 1,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-02
9,17.74,854.63,62.37,4726,January,Qtr 1,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Peru,2017-01
11,0,988.35,3635.13,27832.5,May,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-05
10,0,13.99,56.34,1615.4,June,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Mexico,2017-06
10,13.71,57.87,222.48,7302.7,June,Qtr 2,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Mexico,2017-06
10,52.2,481.22,2884.23,27807.5,May,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-05
9,0,613.16,1859.11,27731.5,May,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Peru,2017-05
13,68.74,5005.36,479.87,36605,June,Qtr 2,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-06
10,0,206.78,1006.02,27484.2,April,Qtr 2,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-04
12,34.34,253.23,856.1,13065.8,February,Qtr 1,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Peru,2017-02
22,31.28,86.56,53.69,3914.3,August,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-08
18,0,17.93,130.66,1577.8,June,Qtr 2,2017,AMERICAS,United States,Arkansas,Oils and Butters,Butter,Dominican Republic,2017-06
13,1.93,41.8,103.55,1029.2,January,Qtr 1,2017,AMERICAS,United States,Florida,Oils and Butters,Oil,Peru,2017-01
10,0,4.23,242.54,421.9,July,Qtr 3,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Peru,2017-07
11,101.87,423.75,354,27120.5,April,Qtr 2,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Dominican Republic,2017-04
9,8.06,20.89,80.49,2193.9,February,Qtr 1,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Dominican Republic,2017-02
13,192.3,165.45,1493.14,36580.4,June,Qtr 2,2017,AMERICAS,United States,Michigan,Oils and Butters,Oil,Dominican Republic,2017-06
13,188.27,806.19,3332.78,36462,June,Qtr 2,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Dominican Republic,2017-06
13,102.68,164.88,1189.86,36454.1,May,Qtr 2,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Dominican Republic Republic,2017-05
9,100.08,416.27,580.13,26641.6,April,Qtr 2,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-04
24,94.96,543.65,2004.77,25922.2,May,Qtr 2,2017,AMERICAS,United States,North Dakota,Oils and Butters,Oil,Peru,2017-05
8,0,2415.06,148.25,12121.4,August,Qtr 3,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-08
10,26.55,1863.11,93.27,8076,March,Qtr 1,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Peru,2017-03
6,7.32,23.96,31.08,1511.6,February,Qtr 1,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Dominican Republic,2017-02
12,0,382.45,2635.75,25414.8,April,Qtr 2,2017,AMERICAS,United States,Rhode Island,Cosmetics,Skin,Dominican Republic,2017-04
11,162,561.25,2042.17,25384.1,May,Qtr 2,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-05
7,203.92,800.71,662.08,36214.1,May,Qtr 2,2017,AMERICAS,United States,Washington,Avocados,Avocado,Mexico,2017-05
11,69.76,351.66,2310,24758,May,Qtr 2,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-05
12,46.47,391.85,1922.55,24731.5,April,Qtr 2,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Dominican Republic,2017-04
13,0,384.11,2675.61,24583.2,April,Qtr 2,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Mexico,2017-04
24,0,514.68,259.19,24540.8,April,Qtr 2,2017,AMERICAS,United States,Utah,Cosmetics,Skin,Peru,2017-04
12,67.6,380.26,2248.96,23993.6,April,Qtr 2,2017,AMERICAS,United States,Texas,Oils and Butters,Butter,Peru,2017-04
12,243.69,820.04,3390.04,37088.5,September,Qtr 3,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Dominican Republic,2017-09
12,67.6,190.12,730.54,23993.6,April,Qtr 2,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-04
9,58.95,2298.72,149.89,12075.9,February,Qtr 1,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Dominican Republic,2017-02
13,88.66,818.89,3385.57,37036.3,June,Qtr 2,2017,AMERICAS,United States,California,Avocados,Avocado,Mexico,2017-06
6,0,3.86,39.1,388.2,July,Qtr 3,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Dominican Republic,2017-07
10,0,211.88,674.85,10559.5,June,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Peru,2017-06
9,7.02,113.56,260.12,2263.5,March,Qtr 1,2017,AMERICAS,United States,New York,Cosmetics,Skin,Dominican Republic,2017-03
13,46.8,337.23,309.63,23741.8,May,Qtr 2,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Peru,2017-05
13,0,163.65,1477.3,36182.3,June,Qtr 2,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Peru,2017-06
9,0,127.61,114.09,7321.8,February,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-02
9,15.8,66.31,271.25,3305,March,Qtr 1,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Dominican Republic,2017-03
12,87.59,452.24,1719.99,23335.1,May,Qtr 2,2017,AMERICAS,United States,New Mexico,Oils and Butters,Oil,Dominican Republic,2017-05
10,0,83.54,533.23,14705.7,July,Qtr 3,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-07
13,135.29,325.78,3618.21,36014,June,Qtr 2,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Peru,2017-06
13,0,323.49,424.8,35761.6,June,Qtr 2,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-06
9,84.31,172.02,620.02,17945,March,Qtr 1,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Mexico,2017-03
13,55.54,593.45,743.44,35852.3,June,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Mexico,2017-06
10,0,392.81,1765.56,45397.4,June,Qtr 2,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Mexico,2017-06
13,43.49,161.13,1368.45,35625.6,August,Qtr 3,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Peru,2017-08
6,2.63,10.31,43.71,650.4,August,Qtr 3,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Dominican Republic,2017-08
13,64.97,484,334.78,23078.1,April,Qtr 2,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-04
4,0.61,6.87,40.79,433.6,February,Qtr 1,2017,AMERICAS,United States,Massachusetts,Cosmetics,Hair,Dominican Republic Republic,2017-02
13,263.07,252.13,1362.13,35035.3,August,Qtr 3,2017,AMERICAS,United States,Illinois,Cosmetics,Skin,Peru,2017-08
13,100.08,785.85,354.3,35542,November,Qtr 4,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Peru,2017-11
6,0,701.16,315.83,31711.8,July,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Peru,2017-07
12,0,356.66,2333.26,22511,April,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-04
24,149.98,321.21,2576.28,35509.1,November,Qtr 4,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-11
10,0,73.39,273.02,8331.3,July,Qtr 3,2017,AMERICAS,United States,Kentucky,Cosmetics,Skin,Peru,2017-07
9,0,10.28,73.57,688.3,February,Qtr 1,2017,AMERICAS,United States,Delaware,Oils and Butters,Oil,Peru,2017-02
12,56.33,248.45,170.02,15009.6,July,Qtr 3,2017,AMERICAS,United States,Florida,Oils and Butters,Butter,Dominican Republic,2017-07
22,18.4,86.49,306.89,3911.9,July,Qtr 3,2017,AMERICAS,United States,New Jersey,Oils and Butters,Oil,Peru,2017-07
19,12.21,37.24,226.59,2494.7,February,Qtr 1,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Peru,2017-02
13,162.8,499.22,2398.32,34683.1,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Mexico,2017-06
9,80.18,162.49,663.96,17072.5,March,Qtr 1,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Dominican Republic,2017-03
24,93.07,280.54,1198.81,35403.6,November,Qtr 4,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-11
4,4.69,7.99,38.86,1007.7,March,Qtr 1,2017,AMERICAS,United States,Virginia,Oils and Butters,Butter,Dominican Republic,2017-03
13,55.08,312.19,3756.63,34512.3,June,Qtr 2,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Peru,2017-06
12,12.14,68.32,328.37,8623.2,March,Qtr 1,2017,AMERICAS,United States,Washington,Oils and Butters,Butter,Peru,2017-03
9,9.5,53.47,256.47,3373.3,March,Qtr 1,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Dominican Republic,2017-03
13,114.88,334.44,3271.21,34955.7,November,Qtr 4,2017,AMERICAS,United States,Maryland,Cosmetics,Skin,Peru,2017-11
10,0,431.34,1875.03,22257,May,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Mexico,2017-05
13,96.25,309.12,2789.74,34145,June,Qtr 2,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Peru,2017-06
13,217.06,338.2,3414.27,33988,September,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Mexico,2017-09
4,2.71,5.44,4.87,343.1,February,Qtr 1,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-02
13,206.27,305.72,2452.65,33797.8,December,Qtr 4,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Dominican Republic,2017-12
10,0,170.07,13076.09,21461.6,May,Qtr 2,2017,AMERICAS,United States,Missouri,Oils and Butters,Oil,Mexico,2017-05
9,0.61,6.52,20.37,325.2,January,Qtr 1,2017,AMERICAS,United States,Vermont,Oils and Butters,Butter,Dominican Republic,2017-01
12,0.55,3.36,15.54,33304.3,July,Qtr 3,2017,AMERICAS,United States,Oklahoma,Oils and Butters,Oil,Dominican Republic,2017-07
13,277.07,314.02,3777.78,34714.3,November,Qtr 4,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-11
12,30.14,887.27,1760.78,16051.7,July,Qtr 3,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Mexico,2017-07
9,86.75,261.26,1465.23,16489.3,January,Qtr 1,2017,AMERICAS,United States,Michigan,Cosmetics,Skin,Peru,2017-01
13,308.13,326.56,535.75,32818.1,September,Qtr 3,2017,AMERICAS,United States,Massachusetts,Cosmetics,Skin,Dominican Republic Republic,2017-09
6,0.47,34.29,2.91,227.7,August,Qtr 3,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-08
6,2.44,4.22,3.89,266,July,Qtr 3,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Peru,2017-07
10,60.09,413.4,2096.37,21331,May,Qtr 2,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-05
9,158.65,754.24,2627.01,24137.3,March,Qtr 1,2017,AMERICAS,United States,Texas,Oils and Butters,Oil,Peru,2017-03
13,244.48,314.02,755.56,34714.3,November,Qtr 4,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Peru,2017-11
15,32.48,123.34,134.13,11534.4,August,Qtr 3,2017,AMERICAS,United States,Illinois,Oils and Butters,Butter,Dominican Republic,2017-08
15,159.76,723.67,2991.9,32729.7,September,Qtr 3,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Peru,2017-09
5,3,12.64,68.98,797.2,July,Qtr 3,2017,AMERICAS,United States,Hawaii,Oils and Butters,Butter,Mexico,2017-07
13,228.14,358.15,986.86,32395.6,December,Qtr 4,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Dominican Republic,2017-12
9,32.15,193.8,253.96,12232.4,January,Qtr 1,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Dominican Republic,2017-01
24,226.73,312.08,450.16,34499.4,November,Qtr 4,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-11
13,81.81,309.12,445.93,34171.9,November,Qtr 4,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Peru,2017-11
11,0,321.71,422.68,32331,September,Qtr 3,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Mexico,2017-09
9,0,24.85,194.59,2324.4,August,Qtr 3,2017,AMERICAS,United States,Washington,Oils and Butters,Butter,Dominican Republic,2017-08
21,0,8.24,899.31,1540.5,August,Qtr 3,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-08
